
Movie,Question,Answer
Athadu,Which movie has the song with the following lyrics snippet from: 'Aagavugaa; Darishanamisthe Suluvugaa; Aalusuga Chusthava'?,ATHADU
Athadu,Complete the lyric: 'Challe Badaayi ___ Ladaayi; Thagginchavoyi Abbayi; Hava Havayi Ammo Ammayi Vinaanule',NATHO
Athadu,Who is the music director for the song with the lyrics snippet 'Challe Badaayi Natho Ladaayi; Thagginchavoyi Abbayi; Hava Havayi Ammo Ammayi Vinaanule'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Challe Badaayi Natho Ladaayi; Thagginchavoyi Abbayi; Hava Havayi Ammo Ammayi Vinaanule'?,ATHADU
Athadu,Complete the lyric: 'Thatapataa Isthu Vuntavaa; Samayam ___ Saradaa Ledhantavaa',KAADHANTAVAA
Athadu,Who is the music director for the song with the lyrics snippet 'Thatapataa Isthu Vuntavaa; Samayam Kaadhantavaa; Saradaa Ledhantavaa'?,MANISHARMA
Athadu,Which movie has the song with the following lyrics snippet from: 'Thatapataa Isthu Vuntavaa; Samayam Kaadhantavaa; Saradaa Ledhantavaa'?,ATHADU
Khaleja,Complete the lyric: 'bhajaake manukho churaale giridha nandhlaalaa; naa chupe chedhirindhaa nee vaipe ___ chinni krishnayya paadhaala siri muvvalaa',THARIMINDHAA
Khaleja,Who is the music director for the song with the lyrics snippet 'bhajaake manukho churaale giridha nandhlaalaa; naa chupe chedhirindhaa nee vaipe tharimindhaa; chinni krishnayya paadhaala siri muvvalaa'?,MANISHARMA
Khaleja,Which movie has the song with the following lyrics snippet from: 'bhajaake manukho churaale giridha nandhlaalaa; naa chupe chedhirindhaa nee vaipe tharimindhaa; chinni krishnayya paadhaala siri muvvalaa'?,KHALEJA
Khaleja,Complete the lyric: 'gopi bhole giridhar nandhlaalaa; piliche pedhavula paina; niliche merupu ___',NUVVENAA
Khaleja,Who is the music director for the song with the lyrics snippet 'gopi bhole giridhar nandhlaalaa; piliche pedhavula paina; niliche merupu nuvvenaa'?,MANISHARMA
Khaleja,Which movie has the song with the following lyrics snippet from: 'gopi bhole giridhar nandhlaalaa; piliche pedhavula paina; niliche merupu nuvvenaa'?,KHALEJA
Khaleja,Complete the lyric: 'jumo re jumo ___ jumo re o giridhar; jumo re jumo re jumo re o giridhar; jumo re jumo re jumo re',RE
Khaleja,Who is the music director for the song with the lyrics snippet 'jumo re jumo re jumo re o giridhar; jumo re jumo re jumo re o giridhar; jumo re jumo re jumo re'?,MANISHARMA
Khaleja,Which movie has the song with the following lyrics snippet from: 'jumo re jumo re jumo re o giridhar; jumo re jumo re jumo re o giridhar; jumo re jumo re jumo re'?,KHALEJA
Khaleja,Complete the lyric: 'om namahshiva ___ to the trance; and say jai jai jai; sing along and sing shiva',GO
Khaleja,Who is the music director for the song with the lyrics snippet 'om namahshiva go to the trance; and say jai jai jai; sing along and sing shiva'?,MANISHARMA
Khaleja,Which movie has the song with the following lyrics snippet from: 'om namahshiva go to the trance; and say jai jai jai; sing along and sing shiva'?,KHALEJA
Khaleja,Complete the lyric: 'eseyira uuruvaadaa dandoraa; hey rangula hangula poda ledu raa; eedu jangama shankara ___',SIVUDENURAA
Khaleja,Who is the music director for the song with the lyrics snippet 'eseyira uuruvaadaa dandoraa; hey rangula hangula poda ledu raa; eedu jangama shankara sivudenuraa'?,MANISHARMA
Khaleja,Which movie has the song with the following lyrics snippet from: 'eseyira uuruvaadaa dandoraa; hey rangula hangula poda ledu raa; eedu jangama shankara sivudenuraa'?,KHALEJA
Khaleja,Complete the lyric: 'ninnu daati ___ poduu; om namahshiva jai jai jai; om namahshiva jai jai jai',PONE
Khaleja,Who is the music director for the song with the lyrics snippet 'ninnu daati pone poduu; om namahshiva jai jai jai; om namahshiva jai jai jai'?,MANISHARMA
Khaleja,Which movie has the song with the following lyrics snippet from: 'ninnu daati pone poduu; om namahshiva jai jai jai; om namahshiva jai jai jai'?,KHALEJA
Bangaram,Complete the lyric: 'dhaya raadha na ___ neekinka; e pilaa ajaa ajaa ajaa ajaa',PIE
Bangaram,Who is the music director for the song with the lyrics snippet 'dhaya raadha na pie neekinka; e pilaa ajaa ajaa ajaa ajaa'?,VIDYASAGAR
Bangaram,Which movie has the song with the following lyrics snippet from: 'dhaya raadha na pie neekinka; e pilaa ajaa ajaa ajaa ajaa'?,BANGARAM
Bangaram,Complete the lyric: 'chilakalu kottani pandotisthaa cheeti evvamma; baaga ___ akkada yemraasundhamma; cheere kattani chendi raaniki jodi evaramma',CHUDAMMA
Bangaram,Who is the music director for the song with the lyrics snippet 'chilakalu kottani pandotisthaa cheeti evvamma; baaga chudamma akkada yemraasundhamma; cheere kattani chendi raaniki jodi evaramma'?,VIDYASAGAR
Bangaram,Which movie has the song with the following lyrics snippet from: 'chilakalu kottani pandotisthaa cheeti evvamma; baaga chudamma akkada yemraasundhamma; cheere kattani chendi raaniki jodi evaramma'?,BANGARAM
Bangaram,Complete the lyric: 'baaga chudamma akkada yemraasundhamma; cheere kattani chendi raaniki ___ evaramma; nuvu kindhaki dhigivasthaava nanu pieke rammantava',JODI
Bangaram,Who is the music director for the song with the lyrics snippet 'baaga chudamma akkada yemraasundhamma; cheere kattani chendi raaniki jodi evaramma; nuvu kindhaki dhigivasthaava nanu pieke rammantava'?,VIDYASAGAR
Bangaram,Which movie has the song with the following lyrics snippet from: 'baaga chudamma akkada yemraasundhamma; cheere kattani chendi raaniki jodi evaramma; nuvu kindhaki dhigivasthaava nanu pieke rammantava'?,BANGARAM
Gabbar Singh,Complete the lyric: 'ye danger ina sare yedureltayi ___ gutsuu; mana vonti meeda dressu; nippuki gaali lanti plussu',MANALO
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'ye danger ina sare yedureltayi manalo gutsuu; mana vonti meeda dressu; nippuki gaali lanti plussu'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'ye danger ina sare yedureltayi manalo gutsuu; mana vonti meeda dressu; nippuki gaali lanti plussu'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Powerke brandinggu yelele; Highend stylingu yelele; Veedi following ___ mind blowinguu',YE
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Powerke brandinggu yelele; Highend stylingu yelele; Veedi following ye mind blowinguu'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Powerke brandinggu yelele; Highend stylingu yelele; Veedi following ye mind blowinguu'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Satta ke spellinguu yelele; Kottado swellinguu yelele; Kallallo firinguu ___',YELELE
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Satta ke spellinguu yelele; Kottado swellinguu yelele; Kallallo firinguu yelele'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Satta ke spellinguu yelele; Kottado swellinguu yelele; Kallallo firinguu yelele'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Yem kammani karpuram Idi kannega marina kashmiram; ___ vannela vayyaram Ika tiyyani premaki tayyaram; O Akaasham ammayite Neela untunde neela untunde',YEM
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Yem kammani karpuram Idi kannega marina kashmiram; Yem vannela vayyaram Ika tiyyani premaki tayyaram; O Akaasham ammayite Neela untunde neela untunde'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Yem kammani karpuram Idi kannega marina kashmiram; Yem vannela vayyaram Ika tiyyani premaki tayyaram; O Akaasham ammayite Neela untunde neela untunde'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Yem chakkani mandaram Idi yenimidi ___ sinduram; Yem methani bangaram Idi manasuna repenu kangaram; Yem kammani karpuram Idi kannega marina kashmiram',DIKKULA
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Yem chakkani mandaram Idi yenimidi dikkula sinduram; Yem methani bangaram Idi manasuna repenu kangaram; Yem kammani karpuram Idi kannega marina kashmiram'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Yem chakkani mandaram Idi yenimidi dikkula sinduram; Yem methani bangaram Idi manasuna repenu kangaram; Yem kammani karpuram Idi kannega marina kashmiram'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Anandam anandam anandam ante ardham; Eenade ___ kotha padam; Anandam anandam nee valle inthaanandam',TELISINDI
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Anandam anandam anandam ante ardham; Eenade telisindi kotha padam; Anandam anandam nee valle inthaanandam'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Anandam anandam anandam ante ardham; Eenade telisindi kotha padam; Anandam anandam nee valle inthaanandam'?,GABBARSINGH
Gabbar Singh,Complete the lyric: '___ Nuvvuleni Jeevitam; Taaduleni Bongaraanni Girrumantu Tippadam; Hey Pillaa Nuvvuleni Jeevitam',PILLAA
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Pillaa Nuvvuleni Jeevitam; Taaduleni Bongaraanni Girrumantu Tippadam; Hey Pillaa Nuvvuleni Jeevitam'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Pillaa Nuvvuleni Jeevitam; Taaduleni Bongaraanni Girrumantu Tippadam; Hey Pillaa Nuvvuleni Jeevitam'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Sampake Sampake Sampake; Nippulaanti ___ Dimpake; E Chimpake Chimpake Chimpake',NAVVULOKI
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Sampake Sampake Sampake; Nippulaanti Navvuloki Dimpake; E Chimpake Chimpake Chimpake'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Sampake Sampake Sampake; Nippulaanti Navvuloki Dimpake; E Chimpake Chimpake Chimpake'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Aha Pillaa Nuvvuleni Jeevitam; Aavakaaya Baddaleni ___ Kante Daarunam; Hey Gunnulaanti Kannulunna Junnulaanti Pillaa',MANDU
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Aha Pillaa Nuvvuleni Jeevitam; Aavakaaya Baddaleni Mandu Kante Daarunam; Hey Gunnulaanti Kannulunna Junnulaanti Pillaa'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Aha Pillaa Nuvvuleni Jeevitam; Aavakaaya Baddaleni Mandu Kante Daarunam; Hey Gunnulaanti Kannulunna Junnulaanti Pillaa'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Rendu ___ carnival jarugutunnade; Inta haayi nannu volley ball adutunnade ee sukham ado rakam; Bugga postpad muddu mudra veyyamannade',KALLALONA
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Rendu kallalona carnival jarugutunnade; Inta haayi nannu volley ball adutunnade ee sukham ado rakam; Bugga postpad muddu mudra veyyamannade'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Rendu kallalona carnival jarugutunnade; Inta haayi nannu volley ball adutunnade ee sukham ado rakam; Bugga postpad muddu mudra veyyamannade'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Rendu kallalona carnival jarugutunnade; ___ haayi nannu volley ball adutunnade ee sukham ado rakam; Bugga postpad muddu mudra veyyamannade',INTA
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Rendu kallalona carnival jarugutunnade; Inta haayi nannu volley ball adutunnade ee sukham ado rakam; Bugga postpad muddu mudra veyyamannade'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Rendu kallalona carnival jarugutunnade; Inta haayi nannu volley ball adutunnade ee sukham ado rakam; Bugga postpad muddu mudra veyyamannade'?,GABBARSINGH
Gabbar Singh,Complete the lyric: 'Dil se dil se nee oohallo yegase yegase ___ Padi dorlestunna neelakasamlo; Merise merise nee kannullo kurise kurise nee navvullo',AANANDAMLO
Gabbar Singh,Who is the music director for the song with the lyrics snippet 'Dil se dil se nee oohallo yegase yegase aanandamlo; Padi dorlestunna neelakasamlo; Merise merise nee kannullo kurise kurise nee navvullo'?,DEVISRIPRASAD
Gabbar Singh,Which movie has the song with the following lyrics snippet from: 'Dil se dil se nee oohallo yegase yegase aanandamlo; Padi dorlestunna neelakasamlo; Merise merise nee kannullo kurise kurise nee navvullo'?,GABBARSINGH
Ala Vaikuntapuramuloo,Complete the lyric: 'Dayaledha Asalu; Mallela ___ Manjula Haasamaa',MAASAMAA
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Dayaledha Asalu; Mallela Maasamaa; Manjula Haasamaa'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Dayaledha Asalu; Mallela Maasamaa; Manjula Haasamaa'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Naa Oopiri Gaaliki Vuyyalala Ooguthu; Unte Mungurulu; ___ Nettesthe Yelaa Nittoorchavatte',NUVVU
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Naa Oopiri Gaaliki Vuyyalala Ooguthu; Unte Mungurulu; Nuvvu Nettesthe Yelaa Nittoorchavatte'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Naa Oopiri Gaaliki Vuyyalala Ooguthu; Unte Mungurulu; Nuvvu Nettesthe Yelaa Nittoorchavatte'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Choode Nee Kallu; ___ Choopulanalla Thokkuku Vellaka; Dayaledha Asalu',AA
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Choode Nee Kallu; Aa Choopulanalla Thokkuku Vellaka; Dayaledha Asalu'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Choode Nee Kallu; Aa Choopulanalla Thokkuku Vellaka; Dayaledha Asalu'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Ramuloo Ramulaa; Naa Paanam ___ Ramuloo Ramulaa',THISHINDHIRO
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Ramuloo Ramulaa; Naa Paanam Thishindhiro; Ramuloo Ramulaa'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Ramuloo Ramulaa; Naa Paanam Thishindhiro; Ramuloo Ramulaa'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Jinka Lekka Dhukuthunteroo; Aa Sandhamava; Junkee Jaari ___',CHIKKUKUNDHIRO
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Jinka Lekka Dhukuthunteroo; Aa Sandhamava; Junkee Jaari Chikkukundhiro'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Jinka Lekka Dhukuthunteroo; Aa Sandhamava; Junkee Jaari Chikkukundhiro'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Sukka Dhaakaka Shakkarochharo; Em Andham Mama; ___ Lekka Dhukuthunteroo',JINKA
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Sukka Dhaakaka Shakkarochharo; Em Andham Mama; Jinka Lekka Dhukuthunteroo'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Sukka Dhaakaka Shakkarochharo; Em Andham Mama; Jinka Lekka Dhukuthunteroo'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Idhi Cheppakunda Vacche Thummo; ___ Nannu Nammo; Ettagaa Anaee Yedhuru Choopuki',PREMANAAPALEVU
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Idhi Cheppakunda Vacche Thummo; Premanaapalevu Nannu Nammo; Ettagaa Anaee Yedhuru Choopuki'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Idhi Cheppakunda Vacche Thummo; Premanaapalevu Nannu Nammo; Ettagaa Anaee Yedhuru Choopuki'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Thaginattugaa Nuvvu Buthulu Chebithivey; ___ Devudaaa Idhendhanaentha Lopatae; Pilladaanta Deggarai Nunnu Cheradheesthivae',AREY
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Thaginattugaa Nuvvu Buthulu Chebithivey; Arey Devudaaa Idhendhanaentha Lopatae; Pilladaanta Deggarai Nunnu Cheradheesthivae'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Thaginattugaa Nuvvu Buthulu Chebithivey; Arey Devudaaa Idhendhanaentha Lopatae; Pilladaanta Deggarai Nunnu Cheradheesthivae'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Nannu Suttukuntive; Zindhagikey Attabommai; ___ Kattukuntivey',JANTA
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Nannu Suttukuntive; Zindhagikey Attabommai; Janta Kattukuntivey'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Nannu Suttukuntive; Zindhagikey Attabommai; Janta Kattukuntivey'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: '___ Manamemanna Rich Ah; Ani Class Peekuthunte',VANDHAROOPAYLIVVAMANTE
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Vandharoopaylivvamante; Manamemanna Rich Ah; Ani Class Peekuthunte'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Vandharoopaylivvamante; Manamemanna Rich Ah; Ani Class Peekuthunte'?,ALAVAIKUNTAPURAMULOO
Ala Vaikuntapuramuloo,Complete the lyric: 'Pettalevu Maccha; Paavuraanni ___ Weight; Cheyyalevu Piccha',PAPER
Ala Vaikuntapuramuloo,Who is the music director for the song with the lyrics snippet 'Pettalevu Maccha; Paavuraanni Paper Weight; Cheyyalevu Piccha'?,SSTHAMAN
Ala Vaikuntapuramuloo,Which movie has the song with the following lyrics snippet from: 'Pettalevu Maccha; Paavuraanni Paper Weight; Cheyyalevu Piccha'?,ALAVAIKUNTAPURAMULOO
